,Text,Speaker,Party
526,(APPLAUSE),AUDIENCE,Republican
527,"On the contrary, there is laws they want us to pass. There are laws they want to us pass that would be devastating for our economy or these programs like what the president has put in with the Clean Power Act or all these sorts of things that he's forcing down our throats on the war on coal. Let me tell you who is going to pay the price of that? Americans are going to pay the price of that. The cost of doing that is going to be rammed down the throats of the American consumer, the single parent, the working families who are going to see increases in the cost of living. The businesses who are going to leave America because it's more expensive to do business here than anywhere else. And you know what passing those laws would have -- what impact it would have on the environment? Zero, because China is still going to be polluting and India is still going to be polluting at historic levels. So, I am in favor of a clean environment. My children live in South Florida. My family is being raised here. I want this to be a safe and clean place, but these laws some people are asking us to pass will do nothing for the environment and they will hurt and devastate our economy.",Rubio,Republican
528,"So just to clarify, Senator Rubio, Mayor Regalado when he talks about the reality of the scientific consensus about climate change, the Republican mayor of Miami, he's saying the scientific consensus is that man does contribute to climate change. When you talk to him, because he is the mayor of Miami and he has endorsed you, do you tell him that he's wrong?",Tapper,Republican
529,"I would say to him that there is no law that they want us to pass that would have any impact on that. If we pass -- if you took the gift list of all of these groups that are asking us to pass these laws and did every single one of them, there would be no change in our environment. Sea level would still rise. All these other things that are happening would continue to go on for a lot of different reasons. One, because America is not a planet. It's a country. And number two, because these other countries like India and China are more than making up in carbon emissions for whatever we could possibly cut. Here's what he will immediately -- and Mayor Regalado is a great mayor and a good friend -- but here's what he's going to immediately going to start hearing from. He will immediately start hearing from families in South Florida who are barely making it by, and now their electric bill went up $20 or $30 a month because we just made it more expensive to generate power. That cost will be passed on to working families. I am not going to destroy the U.S. economy for a law that will do nothing for our environent.",Rubio,Republican
530,(APPLAUSE),AUDIENCE,Republican
531,"Governor Kasich, what would you say to the mayor of Miami?",Tapper,Republican
532,"Well, I -- I do believe we contribute to climate change, but I don't think it has to be a, you know, either you're for some environmental stringent rules or, you know, you're not going to have any jobs. The fact is, you can have both. In our state, we've reduced emissions by 30 percent. But let me tell you also what we're trying to do. We want all the sources of energy. We want to dig coal, but we want to clean it when we burn it. We believe in natural gas. We believe in nuclear power. And you know what else I believe in? I happen to believe in solar energy, wind energy, efficiency, renewables matter. Now, it doesn't mean because you pursue a policy of being sensitive to the environment, because we don't know how much humans actually contribute. But it is important we develop renewables. Battery technology can unleash an entirely different world. So the fact is that you can have a strong environmental policy at the same time that you have strong economic growth and they are not inconsistent with one another.",Kasich,Republican
533,"Thank you, Governor. Senator Cruz, I want to talk a little bit right now about how you gentlemen see the world. Senator Cruz, Colin Powell this week said that the nasty tone of this presidential election is hurting the image of the U.S. abroad. He said, quote, ""foreigners of the world looking at this are distressed."" Does it matter to you what the rest of the world thinks of the United States?",Tapper,Republican
534,"Of course it does. And we've seen for seven years a president that has made the presidency and has made, sadly, his administration a laughing stock in the world. This administration started with President Obama sending back the bust of Winston Churchill to the United Kingdom within the opening weeks. Then he proceeded to go on a worldwide apology tour apologizing for the United States of America. Our friends and allies quickly learned America could not be counted on. I'll tell you, when I travel abroad, when I meet with heads of states and defense ministers and foreign ministers, they say over and over again, ""it is hard to be friends with America; we can't count on America; America doesn't stand with us."" And that is a disgrace. But the good news is, Jake, we've seen this before. We have seen a weak Democratic president undermine the military, weaken our readiness, weaken our respect in the world with Jimmy Carter. And in January 1981, Ronald Reagan came into office and that can change overnight. It's worth remembering Iran released our hostages the day Ronald Reagan was sworn into office.",Cruz,Republican
535,(APPLAUSE),AUDIENCE,Republican
536,"And America needs a president who stands with our friends and allies, as I will do, and who stands up and demonstrates strengths to our enemies. That's why on day one, I will rip to shreds this catastrophic Iranian nuclear deal because the Ayatollah Khamenei must never be allowed to acquire nuclear weapons.",Cruz,Republican
537,(APPLAUSE),AUDIENCE,Republican
538,"Thank you, Senator. Mr. Trump, some of your Republican critics have expressed concern about comments you have made praising authoritarian dictators. You have said positive things about Putin as a leader and about China's massacre of pro-democracy protesters at Tiananmen Square, you've said: ""When the students poured into Tiananmen Square, the Chinese government almost blew it, then they were vicious, they were horrible, but they put it down with strength. That shows you the power of strength."" How do you respond...",Tapper,Republican
539,"That doesn't mean I was endorsing that. I was not endorsing it. I said that is a strong, powerful government that put it down with strength. And then they kept down the riot. It was a horrible thing. It doesn't mean at all I was endorsing it. As far as Putin is concerned, I think Putin has been a very strong leader for Russia. I think he has been a lot stronger than our leader, that I can tell you. I mean, for Russia, that doesn't mean I'm endorsing Putin.",Trump,Republican
540,But the word strong obviously is a,Tapper,Republican
541,(APPLAUSE),AUDIENCE,Republican
542,...and many people would look at what the Chinese leaders have done and what Putin is doing as atrocities.,Tapper,Republican
543,I used to think Merkel was a great leader until she did what she did to Germany. Germany is a disaster right now. So I used to think that.,Trump,Republican
544,(APPLAUSE),AUDIENCE,Republican
545,"And strong doesn't mean good. Putin is a strong leader, absolutely. I could name many strong leaders. I could name very many very weak leaders. But he is a strong leader. Now I don't say that in a good way or a bad way. I say it as a fact.",Trump,Republican
546,"Governor Kasich, when you were a member of Congress, you were outspoken about the Tiananmen Square massacre. What do you think?",Tapper,Republican
547,"I think that the Chinese government butchered those kids. And when that guy stood in front -- that young man stood in front of that tank, we ought to build a statue of him over here when he faced down the Chinese government.",Kasich,Republican
548,(APPLAUSE),AUDIENCE,Republican
549,"Now I will tell you, I don't believe that we need to make China an enemy. They are a competitor. But I want to go back to three things they should do. We should have the heat on them to work in North Korea to get rid of that guy and the things that he's doing, number one. Number two, they need to realize they don't own the South China Sea. And I will compliment the administration for sending a carrier battle group into the South China Sea. And thirdly, when it comes to the issue of cyber attacks, we're going to have to beef up the cyber command. And they need to understand that if you attack us we will defend ourselves, everything, including our grid. But if you do it, we have the capability to take out your systems. The president has not given the cyber command that authority. I will. And when it comes to trade, I will tell you this, they can't manipulate their currency. That will not be anything that I would allow them to get away with. And if I saw them doing it, I would take immediate action and make sure that the American worker is protected.",Kasich,Republican
550,(APPLAUSE),AUDIENCE,Republican
551,"Thank you, Governor Kasich. We're going to take another quick break. When we come back, we'll have more of the Republican presidential debate from Miami, Florida, right after this. Stay with us.",Tapper,Republican
552,(COMMERCIAL),OTHER,Republican
553,(APPLAUSE),AUDIENCE,Republican
554,"Welcome back to the CNN Republican presidential debate in Miami, Florida. Mr. Trump, I want to start with you in this block. Earlier today, a man was arrested and charged with assault after sucker- punching a protester in the face at your rally in Fayettville, North Carolina. This is hardly the first incident of violence breaking out at one of your rallies. Today, Hillary Clinton, your potential general election opponent, clearly indicated she sees this as an issue for the campaign. She said, quote, ""this kind of behavior is repugnant. We set the tone for our campaigns, we should encourage respect, not violence."" Do you believe that you've done anything to create a tone where this kind of violence would be encouraged?",Tapper,Republican
555,"I hope not. I truly hope not. I will say this. We have 25, 30,000 people -- you've seen it yourself. People come with tremendous passion and love for the country, and when they see protest -- in some cases -- you know, you're mentioning one case, which I haven't seen, I heard about it, which I don't like. But when they see what's going on in this country, they have anger that's unbelievable. They have anger. They love this country. They don't like seeing bad trade deals, they don't like seeing higher taxes, they don't like seeing a loss of their jobs where our jobs have just been devastated. And I know -- I mean, I see it. There is some anger. There's also great love for the country. It's a beautiful thing in many respects. But I certainly do not condone that at all, Jake.",Trump,Republican
556,"Some of your critics point to quotes you've made at these debates -- at these rallies including February 23rd, ""I'd like to punch him in the face,"" referring to a protesters. February 27th, ""in the good ol' days, they'd have ripped him out of that seat so fast."" February 1st, ""knock the crap out of him, would, you? Seriously, OK, just knock the hell. I promise you I will pay for the legal fees, I promise, I promise.""",Tapper,Republican
557,(APPLAUSE),AUDIENCE,Republican
558,"We have some protesters who are bad dudes, they have done bad things. They are swinging, they are really dangerous and they get in there and they start hitting people. And we had a couple big, strong, powerful guys doing damage to people, not only the loudness, the loudness I don't mind. But doing serious damage. And if they've got to be taken out, to be honest, I mean, we have to run something. And it's not me. It's usually the municipal government, the police because I don't have guards all over these stadiums. I mean, we fill up stadiums. It's usually the police -- and, by the way, speaking of the police, we should pay our respects to the police because they are taking tremendous abuse in this country and they do a phenomenal job.",Trump,Republican
559,(APPLAUSE),AUDIENCE,Republican
560,"So we should pay -- we should truly give our police. They're incredible people, we should give them a great deal more respect than they receive.",Trump,Republican
561,(APPLAUSE),AUDIENCE,Republican
562,"Senator Cruz, are you concerned at all that these kind of scenes potentially hurt the Republican party for the general election?",Tapper,Republican
563,"Listen, I think for every one of us, we need to show respect to the people. We need to remember who it is we're working for. You know, we've seen for seven years a president who believes he's above the law, who behaves like an emperor, who it is all about him and he forgot that he's working for the American people. And let me -- let me ask, turn the camera our here. How many of y'all feel disrespected by Washington?",Cruz,Republican
564,(APPLAUSE),AUDIENCE,Republican
565,"Washington isn't listening to the people. And that's the frustration that is boiling over. And we need to nominate and elects a president who remembers, he works for the people. You know, at Donald's rallies recently, he's taken to asking people in the crowd to raise their hand and pledge their support to him. Now, I got to say to me, I think that's exactly backwards. This is a job interview. We are here pledging our support to you, not the other way around.",Cruz,Republican
566,(APPLAUSE),AUDIENCE,Republican
567,"And the only hand raising I'm interested in doing is on January 20, 2017 raising my hand with my left hand on",Cruz,Republican
568,(BELL),OTHER,Republican
569,"...bible and pledging to the American people to preserve, protect and defend the constitution of United States.",Cruz,Republican
570,"Thank you senator. Mr. Trump, if you'd like to respond.",Tapper,Republican
571,"It shows the total dishonesty of the press. We were having -- on a few occasions, again massive crowds. And we're talking and I'm saying who is going to vote on Tuesday? Who is going to vote? The place goes crazy. Then I say, hey, do me a favor. Raise your right hand. Do you swear you're going to vote for Donald Trump? Everyone's laughing, we're all having a good time. That's why I have much bigger crowds than Ted, because we have a good time at mine.",Trump,Republican
572,(APPLAUSE),AUDIENCE,Republican
573,"But we're all having a good time and the next day, on the Today Show and a couple of other place, not too many. Because when you look at it, everyone's smiling, laughing. Their arms are raised like this. They had pictures, still pictures of people and they tried to equate it to Nazi Germany.",Trump,Republican
574,(BELL),OTHER,Republican
575,"It is a disgrace. It was a total disgrace. And I've had reporters, people that you know, come up to me and said that -- what they did on the Today Show was a disgrace.",Trump,Republican
576,(APPLAUSE),AUDIENCE,Republican
577,"Governor Kasich, do you worry about the scenes of violence at some of these rallies affecting the Republican party's chances in November?",Tapper,Republican
578,"Well, I worry about the violence at a rally period. I mean, it's -- you know, elections are important but the unity of this country really matters. Jake, here's what I think is happening. There are people out there who are worried about their jobs. They're worried that somebody is going to come in and tell them they're out of work and they're 54 years old and they don't know where they're going to get another job, a man and a woman. Maybe they're worried about a trade deal. They're worried about the fact that their wages haven't gone up. They're worried that their kids went to college and the promise was, you go to college, you get a job, things are going to be great. They went to college, they rang up debt and they're still living in their parents' basement. People are uptight. Our seniors are worried they're going to lose their Social Security. There's two ways to treat it. You can either prey on that and be negative about it, or you tell people that these things can be fixed. If we're Americans rather than Republicans and Democrats, we get together, we can solve all of these problems. We can provide financial security, we can drive the wages up, we can get kids jobs with a more robust economy.",Kasich,Republican
579,(BELL),OTHER,Republican
580,And you know what? They want to help solve these problems right where they live and I'll give them the power to do it.,Kasich,Republican
581,Thank you governor. Senator Rubio? I know you want to say something.,Tapper,Republican
582,"I do. A couple of points. The first is, I'm concerned about violence in general in this society. And by the way, the first people that are facing that violence are our law enforcement officers. And they deserve our respect and they deserve our thanks for everything they do for us. On the issue of anger. Yes, people are angry. Of course they're angry. Every institution in America has been failing us for the better part of 20 years or 30 years. But leadership is not about using the anger, leadership is about using the anger to motivate us, not to define us. But to motivate us to take action. Being here in Miami is special. My grandfather lived with us most of his life while I was growing up. And he would sit on the porch of our home and tell me all kinds of stories and things I learned about history. My grandfather was born in 1899 before there were airplanes in the sky. One night in the summer of 1969, he watched a man set foot on the moon.",Rubio,Republican
583,(BELL),OTHER,Republican
584,"You know what he said when he saw that? He said Americans can do anything. Americans can do anything. There is no problem before us we cannot solve and we can solve it if we come together in a serious way, in this generation.",Rubio,Republican
585,Thank you senator.,Tapper,Republican
586,And embrace all of the principles that made us great.,Rubio,Republican
587,Thank you senator.,Tapper,Republican
588,(APPLAUSE),AUDIENCE,Republican
589,"The math suggests that it possible that not one of you will reach the magic number of 1,237 delegates before the Republican convention, which would mean a contested convention. Let's go back to Salem Radio's Hugh Hewitt.",Tapper,Republican
590,"Thank you Jake. Governor Kasich, the math and the maps say that you can only become the nominee if in fact there is a contested convention. If we arrive on the shores of Lake Erie, Donald Trump has the most delegates. Why shouldn't the person with the most delegates, even if it's not a majority of delegates, be the nominee?",Hewitt,Republican
591,"Well, first of all, let's not -- you know, math doesn't tell the whole story in politics. The great thing about politics, the reason why we watch it is because what's true today is not necessarily true tomorrow. So let's not get ahead of ourselves. Secondly, look, when you went to school up there in Salem, Ohio, OK. If you got an 86, you got a B. Because everybody else had an 84 didn't mean you got an A. So you just have to win enough delegates to be the nominee. And frankly, I don't know if we're going to get a convention like that. But if we do, I was at one in 1976 as a wee lad and supported Ronald Reagan and actually worked directly with him. He tried valiantly. He lost. Gerald Ford won. The party was united. Gerald Ford served the country great by pardoning Richard Nixon. He lost the election probably because of that, but he put America first. And we were healed as a party. So, look, you have to earn the delegates in order to be picked. But let's not get ahead of ourselves. We don't know what's going to happen because we still have about half the delegates to be selected. And that's what's going to be a very interesting thing to see how it all turns out as we move forward over the next couple of weeks.",Kasich,Republican
592,(APPLAUSE),AUDIENCE,Republican
593,"Thank you, Governor. Mr. Trump, if you arrive in Cleveland with a plurality and the most, but not a majority, is it legitimate for someone else to emerge from that convention the nominee? And if so, would you support that person?",Hewitt,Republican
594,"I think that what should happen, getting back maybe a little bit to your first question, I think that whoever -- first of all, I think I'm going to have the delegates. OK? I think. Let's see what happens.",Trump,Republican
595,(APPLAUSE),AUDIENCE,Republican
596,"But if somebody doesn't have the delegates, and I guess there's two of us up here that can and there are two of us that cannot at this moment. But if -- no, that's just -- by the way, that is not meant to be a criticism. That's just a mathematical fact. OK? If two of us get up there, I would say this, if -- if Marco, if the governor, if Ted had more votes than me in the form of delegates, I think whoever gets to the top position as opposed to solving that artificial number that was by somebody, which is a very random number, I think that whoever gets the most delegates should win. That's what I think.",Trump,Republican
597,"Senator Cruz, if you -- if you overtake Donald Trump at the convention, what will you do to take his very passionate supporters and keep them from bolting the convention and sabotaging the fall election?",Hewitt,Republican
598,"Well, look, there are some folks in Washington...",Cruz,Republican
599,Make me president.,Trump,Republican
600,(APPLAUSE),AUDIENCE,Republican
601,"Donald, you are welcome to be president of the Smithsonian.",Cruz,Republican
602,(APPLAUSE),AUDIENCE,Republican
603,"You know, there are some in Washington who are having fevered dreams of a brokered convention. They are unhappy with how the people are voting and they want to parachute in their favored Washington candidate to be the nominee. I think that would be an absolute disaster and we need to respect the will of the voters.",Cruz,Republican
604,(APPLAUSE),AUDIENCE,Republican
605,"It's one of the reasons why in the course of this election -- listen, everyone up here has worked very hard. But Donald is right, there are only two of us that have a path to winning the nomination, Donald and myself. At this point, I have roughly 360 delegates. He has about 100 more than I have. We have at this point beaten Donald in eight separate states all over the country geographically, from Maine to Alaska, from Kansas to Texas, all over this country we have beaten him. And so for the people at home, if you're one of the 65, 70 percent of Republicans who recognizes that if we nominate Donald Trump, Hillary wins. That's why the media wants him to be the nominee so much. If you recognize that, then I want to invite you if you've supported other candidates, come and join us. We are seeing candidates coming together and uniting. It's why Carly Fiorina endorsed me yesterday. It's why Mike Lee endorsed me today. I ask everyone to come together. Let's stand together and let's beat Hillary Clinton in November.",Cruz,Republican
606,"All right. Thank you, Senator.",Hewitt,Republican
607,(APPLAUSE),AUDIENCE,Republican
608,"Mr. Trump, then to Senator Rubio.",Hewitt,Republican
609,"You know, I listen and I watch Ted on television and when he speaks, and he's always saying, ""I'm the only one that beat Donald in six contests; and I beat him."" But I beat him in 13 contests. He never mentions that.",Trump,Republican
610,(APPLAUSE),AUDIENCE,Republican
611,"And let me just tell you another little fact, little minor fact. I have about a 1.6 million votes during this primary season, more votes than Ted. The other thing is, I beat Hillary, and I will give you the list, I beat Hillary in many of the polls that have been taken. And each week, I get better and better. And believe me, I haven't even started on her yet.",Trump,Republican
612,Senator Rubio?,Hewitt,Republican
613,"Let me tell you what this election is about for me. And I get all the delegate math and all that debate. Let me tell you what's about for me. On Tuesday night, I didn't do as well, obviously, as I wanted to. And I was a little bit disappointed when I got home. And my wife told me a story that night, which is the reason why I can get up the next day and keep fighting. There's a gentleman here in South Florida who just got out of surgery. And his doctors told him he needs to be home resting. But every afternoon, he takes his little aluminum chair and he sits outside of an early polling center and holds a sign that says ""Marco Rubio."" Because for him, I symbolize all the sacrifices that his generation made so their children could have a better life than themselves",Rubio,Republican
614,(APPLAUSE),AUDIENCE,Republican
615,That gentleman has not given up on me and I am not going to give up on him. I am going to work tirelessly every single,Rubio,Republican
616,(APPLAUSE),AUDIENCE,Republican
617,"...because this election is too important. What's at stake is the future of this country. And I believe -- I believe that at the end of this process this nation will make the right choice because I've always believed that God has blessed America, that God's hand is upon this country and that its greatest days are yet to come.",Rubio,Republican
618,(APPLAUSE),AUDIENCE,Republican
619,"Thank you, Senator. Let's send it back to Stephen Dinan of the Washington Times. Stephen?",Tapper,Republican
620,"Mr. Trump, one of your biggest selling points is that you are largely self-funding your campaign, and you argue your opponents are controlled by their special interest donors. Will you maintain your pledge not to take outside contributions throughout the general election?",Dinan,Republican
621,"I have not made that decision yet. I will make a decision on that, but I have not made that decision. My decision was that I would go through the entire primary season and I have turned down probably $275 million worth. I have many, many friends that come up all day long, $5 million, $10 million, I'm turning down money. I feel sort of foolish to be honest with you. I don't know if I get any credit for it but I'm self-funding my campaign. And other than -- and by the way, other than very small donations where people are sending in $200, $15, $20, and we have some of that, but it's not a large amount. No, I'm self-funding my campaign, and the reason is that I've been in this business a long time and I was on the other side -- until eight months ago I was on the or side. I made massive contributions, large contributions to politicians, both Democrats and Republicans. I was liked by everybody, which is an important thing. I will say this -- people control special interests, lobbyists, donors, they make large contributions to politicians and they have total control over those politicians. I don't want anybody to control me but the people right out there. And I'm going to do the right thing.",Trump,Republican
622,(APPLAUSE),AUDIENCE,Republican
623,"Senator Cruz, I want to come to you. The vast majority of Republicans, and voters overall, agree with Mr. Trump that candidates are beholden to people and groups who donate to their campaigns. Do you deny that those big donors do have influence?",Dinan,Republican
624,"Well look, absolutely. And one of the things we're so frustrated about is the corruption, what I've called the Washington cartel. It's career politicians in both parties that get in bed with the lobbyists and special interests. And listen, Donald told you for 40 years he's been sitting at that table using his money to buy influence, supporting liberal Democrats like Hillary Clinton and John Kerry, but also supporting the Republican establishment and funding their effort to crush the Tea Party. And now his argument is after four decades of being part of that influence buying, after Hillary Clinton spending decades being part of that influence selling, that suddenly he will change. But the interesting point is tonight he hasn't pointed to a single special interest he's willing to take on. He didn't take on Wall Street when he supported the TARP bailout in Wall Street. He won't take on ethanol. And my campaign, by contrast, was funded by 1.1 million contributions all over this country.",Cruz,Republican
625,"Thank you, Senator. I want to go to Mr. Trump...",Dinan,Republican
626,$62 at tedcruz.org.,Cruz,Republican
627,"... for a response. Thank you, Senator.",Dinan,Republican
628,"That's who you've got to be accountable to, the people.",Cruz,Republican
629,"Ted was given to PACs. I mean, PACs -- you know, these super PACs are a disaster, by the way, folks. Very corrupt. It's going to lead to lots of disasters. But Ted has super PACs and you have to look at the people that are giving to those super PACs, number one. It's very important to do that. There is total control of the candidates, I know it better than anybody that probably ever lived. And I will tell you this, I know the system far better than anybody else and I know the system is broken. And I'm the one, because I know it so well because I was on both sides of it, I was on the other side all my life and I've always made large contributions. And frankly, I know the system better than anybody else and I'm the only one up here that's going to be able to fix that system because that system is wrong.",Trump,Republican
630,"Thank you, Mr. Trump. Senator Rubio, I want to come to you with a question. At the last debate, you mocked Mr. Trump for being flexible. With so much gridlock in Washington, how can you expect to lead the country and get things done if you aren't willing to show flexibility?",Dinan,Republican
631,"Well, I think you can be flexible about ideas, you shouldn't be flexible about your principles. About when it comes to ideas and working with people, I have a record of having done that. Listen, on the issue of higher education, I'm the only one that continually talks about student loan debt because I owed over $100,000 of student loan debt. So I know this is a major issue. And all my ideas that deal with higher education are bipartisan. The VA Accountability Act that I passed I did it on a -- on a bipartisan basis. The sanctions that I helped -- that I imposed on Hezbollah I did it on a bipartisan basis. The Girls Count Act that deals with human trafficking, we did that on a bipartisan basis. But I also want to be frank. There are issues we're going to have to have an election over. When it comes to repealing and replaces Obamacare, that's not going to be bipartisan. When it comes to reducing the tax burdens on Americans, that's not going to be bipartisan. When it comes to shrinking the size of the federal bureaucracy,that's probably not going to be bipartisan. There are issues we can work together on and we should, but there are fundamental issues about the proper role of government. And on those issues, I will fight anyone who wants to expand government, raise taxes, or weaken our military.",Rubio,Republican
632,(APPLAUSE),AUDIENCE,Republican
633,"All right. Mr. Trump, I want to give you a chance to respond, but specifically you talked about flexibility and one of the examples you gave was the height of the border fence. What are some of the other issues on which you're willing to show flexibility?",Dinan,Republican
634,"It depends on what comes up. You never know. It depends on what comes up. Look, look, we had a great president, Ronald Reagan. We had Tip O'Neill, speaker. And what do we do, we take these two men that are very, very different men, they got along, they had relationships, and they got things, and very beautifully. Nobody is complaining about the deals that Ronald Reagan made. And he made it with Tip O'Neill. We need to have people get together and work good deals out, good deals out from our standpoint. And I'll tell you this, it can be done. We don't want to continue to watch people signing executive orders because that was not what the Constitution and the brilliant designers of this incredible document had in mind. We need people that can make deals and can work, because right now in Washington there's total, absolute gridlock.",Trump,Republican
635,"Thank you. I want to go to Governor Kasich on this issue of flexibility, sir.",Dinan,Republican
636,"Well, look, my record speaks for itself. What I talk about tonight is not a theory. These are things that I've done. I was there when we reformed the Pentagon on a bipartisan basis to give control to the commanders in the field and force the services to work together. I was the chief architect, along with Senator Domenici, of the last time we balanced the budget and the first time since we walked on the moon. I was there when I worked on the welfare reform in Washington. And we got it done and we eliminated the entitlement on welfare, I then went to Ohio and took Ohio from a basket case, working in a bipartisan basis to reform many things, including the Cleveland public schools, working with a Democratic mayor. My problem isn't that people don't know this. They say, well, what does that mean? Does that mean you're too easy? Well, let me tell you, when we did the balanced budget, we cut the capital gains tax, we provided a family tax credit, we shrunk the government. In my state, the state of Ohio, has the smallest government in the state of Ohio in 30 years. Conservative principles will work. But show respect to the other side. One final thing, in regard to Social Security, we will not get that done alone. We will have to have some responsible Democrats who will come in to fix the problem of Social Security. I know how to do it because I've done it and I'll do it again.",Kasich,Republican
637,(APPLAUSE),AUDIENCE,Republican
638,"Thank you, Governor. We have time for one last break. We'll be right back after this.",Tapper,Republican
639,(APPLAUSE),AUDIENCE,Republican
640,(COMMERCIAL),OTHER,Republican
641,"And we're back with the Republican presidential debate, just five days before the next primary elections. It is time now for closing statements. Candidates, you will each have one minute. And we'll start with Governor Kasich.",Tapper,Republican
642,"Well, I'd like to say to all of you, the American people, I have run an unwavering, positive campaign for president of the United States. I have tried to be positive in such a way as to show my record, my accomplishments, my vision. And I wanted to raise the bar in presidential politics so our kids can take a look at the way you can run for president and you will someday maybe be president of the United States. Sometimes being positive isn't all that interesting, but it's very interesting to my family, my children and so many supporters that I meet all across the country and I will continue to run a positive campaign. I can fix the problems in Washington, I've done it before. And, in fact, I want to turn power, money and influence back to you, the American people, so that you can be in the schools and on the streets fighting drugs and dealing with the issues of poverty. We can do this together. Allow me to take care of the federal issues when I send the power back and the money and the influence to you and you can strengthen our nation and our neighborhoods and our families. That's where the spirit and strength of America is. But ask the people -- my friends in Illinois and of course, my beloved Buckeyes to consider me on Tuesday and, please, let me have your vote. God bless.",Kasich,Republican
643,(APPLAUSE),AUDIENCE,Republican
644,Senator Rubio.,Tapper,Republican
645,"It's great to be here, back at home in Miami. It's hard to believe that just two decades ago, my father was just a bartender working in the city. And now his son stands on this stage, here, as a candidate for the highest office in the land. My parents never wanted me to go into politics or in particular or anything else. They just wanted me to have the opportunity to live out all the dreams they once had for themselves. And that was possible because America is a special country. But that was not an accident. America is great because each generation before us did what needed to be done. They solved their problems, they confronted their challenges. They embraced their opportunities. And for over two centuries, each generation has left the next better off. And now the moment has arrived for our generation to do our part. And I'm telling you tonight, if you vote for me, here in Florida and everywhere across this country on Tuesday, when I'm elected president, this generation will do it's part. We will do whatever it takes to ensure that our children inherit from us, what we inherited from our parents, the single greatest nation in the history of all of mankind.",Rubio,Republican
646,(APPLAUSE),AUDIENCE,Republican
647,Senator Cruz.,Tapper,Republican
648,"What an incredible nation we have, that the son of a bartender and the son of mailman and the son of a dishwasher and a successful businessman, can all stand on this stage, competing and asking for your support. In just a few months, one of us is going to stand on the debate stage with Hillary Clinton. And the choice we are making today is who will best defend our values? Who will best defend your values and fight for you? I have to tell you, I cannot wait to stand on that stage with Hillary Clinton and say, ""Madam Secretary, you are asking for a third term of a failed administration. You are asking for millions more to remain in stagnant jobs; for millions more steelworkers to be out of work; for wages to remain low; for young people not to have a future."" We can do better. We can instead repeal Obamacare, abolish the IRS, unleash millions of jobs, defend the Bill of Rights, defend the Second Amendment and religious liberty, stand with our cops and our firefighters and our soldiers, and we can keep America safe. That's the choice I will put to her this fall.",Cruz,Republican
649,(APPLAUSE),AUDIENCE,Republican
650,Mr. Trump?,Tapper,Republican
651,"Thank you very much. The Republican Party has a great chance to embrace millions of people that it's never known before. They're coming by the millions. We should seize that opportunity. These are great people. These are fantastic people. These are people that love our country. These are people that want to see America be great again. These are people that will win us the election and win it easily. These are people that once the election is won will be able to put Supreme Court justices up that will do a fabulous job. Because let me tell you, if we lose this election, you're going to have three, four or maybe even five justices and this country will never, ever recover. It will take centuries to recover. So I just say embrace these millions of people that now for the first time ever love the Republican Party. And unify. Be smart and unify.",Trump,Republican
652,(APPLAUSE),AUDIENCE,Republican
653,"And that concludes this 12th Republican presidential debate. We want to thank the candidates, the Republican National Committee, the University of Miami and, of course, each of you for watching.",Tapper,Republican
654,"Good evening and welcome to the NBC News Youtube Democratic candidate's debate. After all the campaigning, soon, Americans will have their say with the first votes of the 2016 campaign just 15 days away in Iowa. And New Hampshire not far behind. Tonight will be the final opportunity to see these candidates face to face before the voting begins. Our purpose here tonight is to highlight and examine the differences among the three Democratic candidates. So let's get started. Please welcome Secretary Hillary Clinton, Senator Bernie Sanders and Governor Martin O'Malley.",Holt,Democratic
655,(APPLAUSE),AUDIENCE,Democratic
656,"Well, welcome to all of you. Hope you're excited, we're excited. We want to thank our hosts, the Congressional Black Caucus Institute. I'm joined by my colleague Andrea Mitchell tonight. The rules are simple. Sixty seconds for answers, 30 seconds for follow-ups or rebuttals. I know you'll all keep exactly to time, so our job should be pretty easy here tonight. We'll have questions from the Youtube community throughout the debate. This is a critical point in the race. You've been defining your differences with each other especially vigorously in the last week on the campaign trail. We're here to facilitate this conversation on behalf of the voters so that they know exactly where you stand as you face off tonight. Let's have a great debate. We'll begin with 45 second opening statements from each candidate, starting with Secretary Clinton.",Holt,Democratic
657,"Well, good evening. And I want to thank the Congressional Black Caucus Institute and the people of Charleston for hosting us here on the eve of Martin Luther King Day tomorrow. You know, I remember well when my youth minister took me to hear Dr. King. I was a teenager. And his moral clarity, the message that he conveyed that evening really stayed with me and helped to set me on a path to service. I also remember that he spent the last day of his life in Memphis, fighting for dignity and higher pay for working people. And that is our fight still. We have to get the economy working and incomes rising for everyone, including those who have been left out and left behind. We have to keep our communities and our country safe. We need a president who can do all aspects of the job. I understand that this is the hardest job in the world. I'm prepared and ready to take it on and I hope to earn your support to be the nominee of the Democratic Party and the next president of the United States.",Clinton,Democratic
658,(APPLAUSE),AUDIENCE,Democratic
659,"Thank you. Senator Sanders, your opening statement, sir.",Holt,Democratic
660,"Thank you. As we honor the extraordinary life of Dr. Martin Luther King Jr., it's important not only that we remember what he stood for, but that we pledge to continue his vision to transform our country. As we look out at our country today, what the American people understand is we have an economy that's rigged, that ordinary Americans are working longer hours for lower wages, 47 million people living in poverty, and almost all of the new income and wealth going to the top one percent. And then, to make a bad situation worse, we have a corrupt campaign finance system where millionaires and billionaires are spending extraordinary amounts of money to buy elections. This campaign is about a political revolution to not only elect the president, but to transform this country.",Sanders,Democratic
