text,class
"i have a difference of opinion with secretary clinton on this. our differences are fairly deep on this issue. we disagreed on the war in iraq. we both listened to the information from bush and cheney. i voted against the war. but i think -- and i say this with due respect -- that i worry too much that secretary clinton is too much into regime change and a little bit too aggressive without knowing what the unintended consequences might be. yes, we could get rid of saddam hussein, but that destabilized the entire region. yes, we could get rid of gadhafi, a terrible dictator, but that created a vacuum for isis. yes, we could get rid of assad tomorrow, but that would create another political vacuum that would benefit isis. so i think, yeah, regime change is easy, getting rid of dictators is easy. but before you do that, you've got to think about what happens the day after. and in my view, what we need to do is put together broad coalitions to understand that we're not going to have a political vacuum filled by terrorists, that, in fact, we are going to move steadily -- and maybe slowly -- toward democratic societies, in terms of assad, a terrible dictator. but i think in syria the primary focus now must be on destroying isis and working over the years to get rid of assad. that's the secondary issue.",0
"what a generous man you are. twelve million illegal immigrants, to send them back, 500,000 a month, is just not -- not possible. and it's not embracing american values. and it would tear communities apart. and it would send a signal that we're not the kind of country that i know america is. and even having this conversation sends a powerful signal -- they're doing high-fives in the clinton campaign right now when they hear this. that's the problem with this. we have to win the presidency. and the way you win the presidency is to have practical plans. lay them out there. what we need to do is allow people to earn legal status where they pay a fine, where they work, where they don't commit crimes, where they learn english, and over an extended period of time, they earn legal status. that's the path -- a proper path...",1
"you know, we -- we agree that we've got to get unaccountable money out of politics. we agree that wall street should never be allowed to wreck main street again. but here's the point i want to make tonight. i am not a single-issue candidate, and i do not believe we live in a single-issue country. i think that a lot of what we have to overcome to break down the barriers that are holding people back, whether it's poison in the water of the children of flint, or whether it's the poor miners who are being left out and left behind in coal country, or whether it is any other american today who feels somehow put down and oppressed by racism, by sexism, by discrimination against the lgbt community, against the kind of efforts that need to be made to root out all of these barriers, that's what i want to take on. and here in wisconsin, i want to reiterate: we've got to stand up for unions and working people who have done it",0
"well, there's a lot that i would like to do to build on the successes of president obama, but also, as i'm laying out, to go beyond. and that's in my economic plans, how i would deal with the prescription drug companies, how i would deal with college, how i would deal with a full range of issues that i've been talking about throughout this campaign to go further.",0
"can i just -- could i just say, as a chief executive who's had to make tough calls to save jobs and to grow jobs, i think what's interesting about dodd-frank is it's a great example of how socialism starts. socialism starts when government creates a problem, and then government steps in to solve the problem. government created the problem.",1
"we cannot continue to sustain the loss of millions of decent-paying jobs that we have seen over the last 20, 30 years, based on trade agreements of which secretary clinton has voted for almost every one of those. that has got to change.",0
"she is, and so if she, based on conscience, can't sign that -- that marriage license, then there should be someone in her office to be able to do it, and if the law needs to be changed in the state of kentucky, which is what she's advocating, it should be changed.",1
"and there is a real danger, dana, when people get distracted. i'm answering the question, wolf. there's a real danger when people get distracted by peripheral issues. they get distracted by democracy building. they get distracted about military conflicts. we need to focus on defeating jihadism. isis and iran have declared war on america, and we need a commander in chief who will do everything necessary to keep our children safe.",1
"well, the numbers the tax foundation had put out is that the static cost of the plan is $3.6 trillion over 10 years, but the dynamic cost of the plan, which -- which is the cost that factors in growth, is about $768 billion. it is less than a trillion. it costs less than virtually every other plan people have put up here, and yet it produces more growth and it's one of the very few plans that abolishes the irs. but on top of that, today, we rolled out a spending plan. $500 billion in specific cuts -- five major agencies that i would eliminate. the irs, the department of commerce, the department of energy, the department of commerce, and hud -- and then 25 specific programs. again, that's on our website at tedcruz.org. you want to look at specificity? it's easy for everyone to say, ""cut spending"". it's much harder and riskier to put out, chapter and verse, specifically the programs you would cut to stop bankrupting our kids and grandkids.",1
"well, first of all the -- the plan gives people the option of -- of opting out. but i think they will see a very good option here. you know, the annual medicare budget is over $600 billion. and there are 48 million people involved -- 40 million, 65 and over, and 8 million other. divide that out. that comes out to $12,500 for each one. now, i can tell you there are a lot of private-sector things that you could do with $12,500, which will get you a lot more than you get from this government program. and that's really a theme of a lot of the things that i'm talking about. how do we utilize our intellect rather than allowing the government to use its, quote, ""intellect,"" in order to help us to be able to live healthier and better lives? it was never intended that the government should be in every aspect of our lives. this is a country that is of, for and by the people.",1
"you know, ted kennedy was a very close friend of mine, and i served on the committee he chaired, the health, education, labor committee. and ted kennedy was kind enough to allow me to hold a hearing in 2008, i believe, in congress, dealing with the plight of undocumented tomato pickers in immokalee, florida.",0
"all right, first of all, the embassy is the former consulate. it's the same building. so it could just go back to being called a consulate. we don't have to close it that way. second of all, i don't know where cuba is going to use, but if they sue us in a court in miami, they're going to lose.",1
"well, i'll tell you what, i've said this before. i don't -- i believe that we actually need some new economic thinking in the white house. and i would not have robert rubin or larry summers, with all due respect, secretary clinton, to you and to them, back on my council of economic advisers.",0
"and, you know, i am getting a little bit -- i'm getting a little bit concerned here because, you know, i really believe that the president has done an incredible job against great odds and deserves to be supported.",0
"well, he's wrong on a lot of things, but on this he's wrong because i'm the most pro-life governor on this stage. i got to act on my core beliefs. it's part of who i am. life is a gift from god. and from beginning end we need to respect it and err on the side of life. and so i defunded planned parenthood. we created a climate where parental notification took place. we were the only state to fund crisis pregnancy centers with state moneys. we were totally focused on this. and i would bring that kind of philosophy to washington, d.c. so here is a solution to this. title x of the hhs funding, there is something that was the ""reagan rule."" it was passed in 1988. and in that rule it was defined, and the courts approved this, that a planned parenthood, you couldn't separate the money between the actual abortion procedures, and there are 330,000 abortions that take place in this clinic, and their promotion of it. he interpreted it the right way, the courts ruled in his favor, and planned parenthood did not get funding during that time until president clinton came in. when i'm elected president, we will restore that interpretation of title x. and this deal will be finished.",1
"if it's being abused the way disney did. understand that program, it is illegal now under that program to use it to replace american workers. under that program, you have to prove not only that you're not replacing americans, but that you've tried to hire americans. and if a company is caught abusing that process, they should never be allowed to use it again. the second problem with the current structure of the program that people perhaps don't understand is a lot of these companies are not directly hiring employees from abroad. they are hiring a consulting company like tata, for example, out of india. that company then hoards up all of these visas. they hire workers. you hire -- disney or some other company hires this company. what they're basically doing is they are insourcing and outsourcing. they are bringing in workers from abroad that are not direct employees of a disney or someone else, they're employees of this consulting business. and what i argue is that no consulting business such as that should be allowed to hoard up all of these visas, that the visas should only be available for companies to use to directly hire workers and that we should be stricter in how he enforce it. it is illegal now, it is a violation of the law now to use that program to replace americans. and if a company is caught doing that, whether it be disney or anyone else, they should be barred from using the program in the future.",1
"well, it's a great question, neil, and thanks for including me in the tax debate. i think what's important about the tax debate is, is that we have to ask the question, where is money best spent, in the private sector or in the government sector? i want a government really, really small, so small you can barely see it. so i want lower taxes and much more money in the private sector.",1
"...on wall street in many a year. so this is -- this is a phony -- this is a phony attack that is designed to raise questions when there is no evidence or support, to undergird the continuation that he is putting forward in these attacks.",0
"...the lobbyists. i watched what this man did to dr. ben carson, who i respect, in iowa, where he said that ben carson is out of the race -- he has left iowa and he's out of the race. and i thought it was disgraceful. and got a lot of votes because of that -- a lot of votes. took them away from ben carson. i watched that. probably took them away from me, too. but i watched it. i also watched where he did a forum that looked like it came right out of a government agency, and it said on top, ""voter violation,"" and then it graded",1
"jake, i have to say -- honestly, it's just the opposite. what will happen if they don't behave, we will put on a tax of some amount, and it could be a large amount, and we will start building those factories and those plants. instead of in china, we'll build them here. and people will buy products from here, rather than buying it through china where we're being ripped off. and we have a $505 billion trade deficit right now. so we'll build our factories here and we'll make our own products. and that's the way it should be done. and the way we've been doing it for the last long period of time is our country -- our country is in serious, serious trouble. it's a bubble and it's going to explode, believe me.",1
"if you listen, you know -- two points. number one, yes, 100-0 in the senate voted for democracy in libya and i would vote for that again. but that is very different from getting actively involved to overthrow and bring about regime change without fully understanding what the consequence of that regime change would be. second of all, i know you keep referring to barack obama all night here, but you in syria, you in syria talked about a no-fly zone, which the president certainly does not support, nor do i support because, a, it will cost an enormous sum of money, second of all, it runs the risk of getting us sucked into perpetual warfare in that region. thirdly, when we talk about syria right now, no debate, like gadhafi, like saddam hussein, assad is another brutal murdering dictator, but right now our fight is to destroy isis first, and to get rid of assad second.",0
"i agree with everything the secretary said, but let me just add this, there is a responsibility on the part of the pharmaceutical industry and the drug companies who are producing all of these drugs and not looking at the consequence of it. and second of all, when we talk about addiction being a disease, the secretary is right, what that means is we need a revolution in this country in terms of mental health treatment. people should be able to get the treatment that they need when they need it, not two months from now, which is why i believe in universal...",0
"well, first of all, i must say as i think about that question, i think about a woman i met the other day. i would guess she was 40 years old. she had several children. and she said to me, you know, carly, i go to bed every night afraid for my children's future. and that really struck me. this is america. a mother is going to bed afraid for her children's future. and the reason she's afraid for her children's future is because we've had problems for a long time. yes, problems have gotten much worse under democrats. but the truth is, this government has been growing bigger and bigger, more corrupt, less effective, crushing the engine of economic growth for a very long time. this isn't about just replacing a democrat with a republican now. it's about actually challenging the status quo of big government. big government has created a big business called politics. and there are lots of people invested in the status quo of that big business called politics. specifically, we need actually to do five things to really get this economy going again. we need to go to zero-based budgeting so we know where every dollar is being spent, we can challenge any dollar, cut any dollar, move any dollar.",1
"look, i have the greatest respect for senator sanders and for his supports and i'm going to keep working as hard as i can to reach as many people of all ages about what i will do, what the experience and the ideas that i have that i will bring to the white house and i hope to have their support when i'm the democratic nominee.",0
"well, first of all, that's not quite accurate. i was here long before that. i will you what i did. what i did was meet very quietly in detroit with parents and others who were impacted by this disaster. and the second thing i did is hold a town meeting, which was as nonpolitical as i could make it for hundreds of people to tell me and the world through the media exactly what was happening here in flint. i think the fear and the legitimate fear of the people of flint is that a certain point the tv cameras and cnn will disappear.",0
"cnn spent a lot of money on a poll, just came out. i'm at 49. he's at 15. he tells me about 65 percent of the people. it's not 65 percent of the people. if you go by that, 85 percent of the people. then he goes, we have five. and -- well, excuse me, i won 10. i won 10 states. if you listen to him, it's like -- i won 10 states. everybody knows that on super tuesday trump was the winner. there wasn't one person that didn't say that. even the two people on your left and right said we did a great job. so how does he take -- how does he take five and say it's better than 10?",1
"well, if i -- i want to add, you know, again describing the problem is a lot easier than trying to solve it. and i have been involved, both as first lady with my husband's efforts, as a senator supporting the efforts that even the bush administration was undertaking, and as secretary of state for president obama, i'm the person who held the last three meetings between the president of the palestinian authority and the prime minister of israel. there were only four of us in the room, netanyahu, abbas, george mitchell, and me. three long meetings. and i was absolutely focused on what was fair and right for the palestinians. i was absolutely focused on what we needed to do to make sure that the palestinian people had the right to self-government. and i believe that as president i will be able to continue to make progress and get an agreement that will be fair both to the israelis and the palestinians without ever, ever undermining israel's security.",0
"you would carpet bomb where isis is, not a city, but the location of the troops. you use air power directed -- and you have embedded special forces to direction the air power. but the object isn't to level a city. the object is to kill the isis terrorists. to make it -- listen, isis is gaining strength because the perception is that they're winning. and president obama fuels that perception. that will change when militants across the globe see that when you join isis that you are giving up your life, you are signing your death warrant, and we need a president who is focused on defeating every single isis terrorist and protecting the homeland, which should be the first priority.",1
"what i think we need to stand for are solutions. i offer myself as a leader to the people of this country because i think they're looking for solutions, not lawyers arguing over laws or entertainers throwing out sound bites that draw media attention. we need to solve the problem. to solve the problem, we need to do something here at home and something over there in their caliphate. we need to deny them territory. but here at home, we need to do two fundamental things. number one, we need to recognize that technology has moved on. the patriot act was signed in 2001, roughly. the iphone was invented in 2007. the ipad was invented in 2011. snapchat and twitter, all the rest of it, have been around just for several years. technology has moved on, and the terrorists have moved on with it. let me tell you a story. soon after 9/11, i got a phone call from the nsa. they needed help. i gave them help. i stopped a truckload of equipment. i had it turned around. it was escorted by the nsa into headquarters. we need the private sector's help, because government is not innovating. technology is running ahead by leaps and bound. the private sector will help, just as i helped after 9/11. but they must be engaged, and they must be asked. i will ask them. i know them.",1
"well, we just heard senator sanders say that it's the worst decision in american history. that's very significant, the worst decision in american history, i just heard from senator sanders. so, as we look ahead, if you're going to make those poor judgment calls, a critical time in our history, we just finished with the vietnam era, getting back into another quagmire -- if you're looking ahead, and you're looking at someone who made that poor decision in 2002 to go into iraq when there was no real evidence of weapons of mass destruction in iraq -- i know because i did my homework, and, so, that's an indication of how someone will perform in the future. and that's what's important.",0
"chuck, i believe in trade, but i do not believe in unfettered free trade. i believe in fair trade which works for the middle class and working families of this country and not just large multinational corporations. i was not only in opposition to nafta -- and this is an area where the secretary and i have disagreements. i was not only in opposition to nafta, i was on the picket line in opposition to nafta because i understood -- i don't think this is really rocket science. we heard all of the people tell us how many great jobs would be created. i didn't believe that for a second because i understood what the function of nafta, cafta, pntr with china, and the tpp is, it's to say to american workers, hey, you are now competing against people in vietnam who make 56 cents an hour minimum wage. i don't want american workers to compete against people making 56 cents an hour. i don't want companies shutting down in america, throwing people out on the street, moving to china, and bringing their products back into this country. so, do i believe in trade? of course, i believe in trade. but the current trade agreements over the last 30 years were written by corporate america, for corporate america, resulted in the loss of millions of decent-paying jobs, 60,000 factories in america lost since 2001, millions of decent-paying jobs; and also a downward spiral, a race to the bottom where employers say, ""hey, you don't want to take a cut in pay? we're going to china."" workers today are working longer hours for lower wages. trade is one of the reasons for that.",0
"donald -- donald's wrong on this. he is absolutely wrong on this. we're not going to be the world's policeman, but we sure as heck better be the world's leader. that's -- there's a huge difference where, without us leading...",1
"and perhaps that's why i am so much in favor of supporting president obama's signature accomplishment with the affordable care act, because i know how hard it was to get that passed, even with a democratic congress. so rather than letting the republicans repeal it or rather starting all over again, trying to throw the country into another really contentious debate, let's make the affordable care act work for everybody...",0
"anderson, i actually have talked about a revolution. what we need is a green energy revolution. we need to move america to a 100 percent clean electric grid by 2050 and create 5 million jobs along the way.",0
"ok, let me -- let me -- let me just talk about that, because i know that -- that donald believes the energy industry is important. so do i. but of the over 400,000 jobs that we've created in the state, we think maybe 15,000 are connected to this industry, because it's early-stage. see, what we've done in ohio, and what a president needs to do, is to have a cabinet and a whole operation that's jobs-friendly. we have diversified our economy. we -- we do have energy, we have medical devices, we have financial services, we have i.t., we just got amazon -- their cloud computing in the midwest. you know why it's happening?",1
"well, let me tell you, dana, number one, i'm proud to stand for life. these planned parenthood videos are horrifying. i would encourage every american to watch the videos. see -- seeing your planned parenthood officials callously, heartlessly bartering and selling the body parts of human beings, and then ask yourself, ""are these my values?"" these are horrifying. on these videos, planned parenthood also essentially confesses to multiple felonies. it is a felony with ten years' jail term to sell the body parts of unborn children for profit. that's what these videos show planned parenthood doing. absolutely we shouldn't be sending $500 million of taxpayer money to funding an ongoing criminal enterprise, and i'll tell you, the fact that republican leadership in both houses has begun this discussion by preemptively surrendering to barack obama and saying, ""we'll give in because obama threatens a veto."" you know, obama's committed to his principles. his liberal principles, he will fight for them. he says...",1
"of course i would. as a former united states attorney who spent seven years of my life fighting this on the streets of my state, i would do that. but we need to do more. and let me tell you what we've done in new jersey, josh. we are working with the folks in new hampshire in their legislature right now to show them how we're helping to solve this problem in new jersey. not just for this campaign -- three years ago, i proposed a law that we signed into effect, which said that anyone who was a non- violent, non-dealing, first-time drug offender no longer goes to prison in new jersey. they go to mandatory, in-patient drug treatment. what has happened is, crime has gone down 20 percent in those years. the prison population has gone down 10 percent. we've now closed the state prison -- closed a state prison, and we're turning it into a drug rehabilitation facility, so people can get the tools they need. listen, everyone out there knows this in new hampshire. this is a disease. it's not a moral failing, it's a disease. and we need to get people the treatment they need. and let me tell you why. because i'm pro-life. and i'm pro life not just for the nine months in the womb, i'm pro-life for when they get out and it's a lot more complicated.",1
"no, it's not. you take a look. he was the primary supporter. he pushed john roberts, and pushed him, and pushed him, and bush ultimately appointed him. he got appointed. and when it came his time to raise his hand and kill obamacare, not once, but twice, he let us down, and he did the wrong thing. this is the man that was the primary supporter. and you can read law journal, you can read whatever you want to read -- i've read plenty of it. there was no stronger supporter of john roberts than him. and it was a very, very big mistake.",1
"hugh, i've said all along and laid out my foreign policy, i'm going to remind everybody that 55 percent of the foreign policy experts in this country said i was the best to be commander-in- chief. i spent 18 years on the defense committee, armed services, and then i was in the pentagon with donald rumsfeld after 9/11, in and out for a couple of years. we absolutely have to win this with a coalition. arabs have to be with us. the europeans have to understand that this threat is closer to them than even is closer -- is as close as it is to us. and in addition to that, you have to be in the air and you have to be on the ground. and you bring all the force you need. it has got to be ""shock and awe"" in the military-speak. then once it gets done, and we will wipe them out, once it gets done, it settles down, we come home and let the regional powers redraw the map if that's what it takes.",1
"if i become president of the united states, one of the things that will be an absolute priority is number one, protection of israel, but also seeing if a deal can be made, the toughest deal, the toughest negotiation there probably is of any kind no matter where you look, no matter how hard you look. but i would like to give it a shot. very, very pro-israel, nobody more pro-israel. but i would love to give it a shot. and i have to tell you this, hugh. i have friend, israelis, non-israelis, people from new york city that happen to be jewish and love israel, and some are very tough people, every single one of them, they know it's tough, but every single one of them wants to see if we could ever have peace in israel. and some believe it's possible. it may not be, in which case we'll find out. but it would be a priority if i become president to see what i could do.",1
"anderson, thank you very much. i think most americans understand that our country today faces a series of unprecedented crises. the middle class of this country for the last 40 years has been disappearing. millions of americans are working longer hours for lower wages, and yet almost all of the new income and wealth being created is going to the top one percent. as a result of this disastrous citizens united supreme court decision, our campaign finance system is corrupt and is undermining american democracy. millionaires and billionaires are pouring unbelievable sums of money into the political process in order to fund super pacs and to elect candidates who represent their interests, not the interests of working people. today, the scientific community is virtually unanimous: climate change is real, it is caused by human activity, and we have a moral responsibility to transform our energy system away from fossil fuel to energy efficiency and sustainable energy and leave this planet a habitable planet for our children and our grandchildren. today in america, we have more people in jail than any other country on earth. african-american youth unemployment is 51 percent. hispanic youth unemployment is 36 percent. it seems to me that instead of building more jails and providing more incarceration, maybe -- just maybe -- we should be putting money into education and jobs for our kids.",0
"i'll tell you something, this is my right arm. i'm prepared to give -- no, i shouldn't say that. i would love to run against donald trump, and i'll tell you why. for a start, but almost -- not all, but almost every poll has shown that sanders versus trump does a lot better than clinton versus trump.",0
"one of the points that i've been making, and media does not seem to pick up on it, is that we have a real crisis not only with real unemployment in america being close to 10 percent, but youth unemployment in this country. if you look at latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed...",0
"well lester, i spent a lot of time last week being outraged by what's happening in flint, michigan and i think every single american should be outraged. we've had a city in the united states of america where the population which is poor in many ways and majority african american has been drinking and bathing in lead contaminated water. and the governor of that state acted as though he didn't really care. he had request for help and he had basically stone walled. i'll tell you what, if the kids in a rich suburb of detroit had been drinking contaminated water and being bathed in it, there would've been action. so i sent my top campaign aide down there to talk to the mayor of flint to see what i could to help. i issued a statement about what we needed to do and then i went on a t.v. show and i said, ""it was outrageous that the governor hadn't acted and within two hours he had.""",0
"and i put the african american soldier on the mall. i made that recommendation and fought for it. so, if you want someone who is -- can stand up in front of you right now and say i have done the hard job, i have taken the risks, i am your person.",0
"the scientific community is telling us that if we do not address the global crisis of climate change, transform our energy system away from fossil fuel to sustainable energy, the planet that we're going to be leaving our kids and our grandchildren may well not be habitable. that is a major crisis.",0
"well, i think -- i think that is very unfair to a few you mentioned, most particularly jordan, which has put a lot on the line for the united states, has also taken in hundreds of thousands of refugees from syria, and has been, therefore, subjected to threats and attacks by extremists themselves. i do agree that in particular, turkey and the gulf nations have got to make up their minds. are they going to stand with us against this kind of jihadi radicalism or not? and there are many ways of doing it. they can provide forces. they can provide resources. but they need to be absolutely clear about where they stand.",0
"correct. first of all, i want to build a wall, a wall that works. so important, and it's a big part of it. second of all, we have a lot of really bad dudes in this country from outside, and i think chris knows that, maybe as well as anybody. they go, if i get elected, first day they're gone. gangs all over the place. chicago, baltimore, no matter where you look. we have a country based on laws. i will make sure that those laws are adhered to. these are illegal immigrants. i don't think you'd even be asking this question if i didn't run because when i ran, and i brought this up, my opening remarks at trump tower, i took heat like nobody has taken heat in a long time. and, then they found out with the killing of katie, from san francisco, and so many other crimes, they found out that i was right. and, most people, many people, apologized to me. i don't think you'd even be talking about illegal immigration if it weren't for me. so, we have a country of laws, they're going to go out, and they'll come back if they deserve to come back. if they've had a bad record, if they've been arrested, if they've been in jail, they're never coming back. we're going to have a country again. right now, we don't have a country, we don't have a border, and we're going to do something about it, and it can be done with proper management, and it can be done with heart.",1
"well, i think the thing about the flat tax, i know it very well. what i don't like is that if you make $200 million a year, you pay ten percent, you're paying very little relatively to somebody that's making $50,000 a year, and has to hire h r block to do the -- because it's so complicated. one thing i'll say to ben is that we've had a graduated tax system for many years, so it's not a socialistic thing. what i'd like to do, and i'll be putting in the plan in about two weeks, and i think people are going to like it, it's a major reduction in taxes. it's a major reduction for the middle class. the hedge fund guys won't like me as much as they like me right now. i know them all, but they'll pay more. i know people that are making a tremendous amount of money and paying virtually no tax, and i think it's unfair.",1
"well, first, let's remember why we became part of a coalition to stop gadhafi from committing massacres against his people. the united states was asked to support the europeans and the arab partners that we had and we did a lot of due diligence about whether we should or not, and eventually, yes, i recommended and the president decided that we would support the action to protect civilians on the ground and that led to the overthrow of gadhafi. i think that what libya then did by having a full free election, which elected moderates, was an indication of their crying need and desire to get on the right path. now, the whole region has been rendered unstable, in part because of the aftermath of the arab spring, in part because of the very effective outreach and propagandizing that isis and other terrorist groups do. but what we're seeing happening in libya right now is that there has been a fragile agreement to put aside the differences that exist among libyans themselves to try to dislodge isis from sirte, the home town of gadhafi, and to begin to try to create a national government. you know, this is not easy work. we did a lot to help. we did as much as we could because the libyans themselves had very strong feelings about what they wished to accept. but we're always looking for ways about what more we can do to try to give people a chance to be successful.",0
"now, i also believe -- i also believe that you need to introduce vocational education in those schools. you need mentoring in those schools. and you need to have a situation where people can have an alternative forum to get a degree. and you need school choice, both vouchers and charter schools. all of those things can come together to help, megyn. but here's the bottom line. and i'll go quickly. we as adults have to fight in our neighborhoods, in our communities, for our children's education. put the politics aside, and everyone in this room can play a role in lifting their schools and lifting the students who are in those schools, because too much politics gets in the middle of it, and where we focus as adults, and put children first, we see tremendous results. and the people of this town are going to rise. and they need to be involved. thank you.",1
"listen, you know, hugh, it's an important point. and the question is, who is going to prosecute hillary clinton? the obama white house seems to have in interest, the justice department seems to have no interest. i think it's time to put a former federal prosecutor on the same stage as hillary clinton.",1
"...it exists, it can be voted on. every dollar must be examined. any dollar can be cut. any dollar can be cut, any dollar can be moved. we have to go to a three page tax code. you lower every rate, you close every loophole, why? because the government uses the tax code to decide winners, and losers. you have to strip the corruption out of the tax code to pay for it. you have to know where every single dollar is being spent...",1
"i think we need to remember that there are maybe some controversies about autism, but there is no controversy about the things that are really driving the medical costs in this country. and i would really believe that the next president ought to declare a war on cancer, heart disease, diabetes, and alzheimer's, because those are the four things that are causing the greatest level of cost. john kennedy said, ""we'll go to the moon in a decade and bring a man back,"" and we did it. i grew up in the '50s. i remember the polio vaccine. we saved billions of dollars since that time, because we haven't had to treat for polio. why doesn't this country focus on cures rather than treatment? why don't we put a definitive focus scientifically on finding the cure for cancer, for heart disease, for diabetes and for alzheimer's, a disease alone that will cost us --",1
"hey, i'm in the united states senate, and anyone who doesn't think that there is an enormous amount of waste and inefficiency and bureaucracy throughout government would be very, very mistaken. i believe in government, but i believe in efficient government, not wasteful government.",0
"john, i would disagree with secretary clinton respectfully on this score. this actually is america's fight. it cannot solely be america's fight. america is best when we work in collaboration with our allies. america is best when we are actually standing up to evil in this world. and isis, make no mistake about it, is an evil in this world. isis has brought down a russian airliner. isis has now attacked a western democracy in -- in france. and we do have a role in this. not solely ours, but we must work collaboratively with other nations. the great failing of these last 10 or 15 years, john, has been our failing of human intelligence on the ground. our role in the world is not to roam the globe looking for new dictators to topple. our role in the world is to make ourselves a beacon of hope. make ourselves stronger at home, but also our role in the world, yes, is also to confront evil when it rises. we took out the safe haven in afghanistan, but now there is, undoubtedly, a larger safe haven and we must rise to this occasion in collaboration and with alliances to confront it, and invest in the future much better human intelligence so we know what the next steps are.",0
"let me just respond to something the secretary said. first of all, she is talking about, as i understand it, a no-fly zone in syria, which i think is a very dangerous situation. could lead to real problems. second of all, i heard the same evidence from president bush and dick cheney and don rumsfeld about why we should overthrow saddam hussein and get involved in the -- i would urge people to go to berniesanders.com, hear what i said in 2002. and i say, without any joy in my heart, that much of what i thought would happen about the destabilization, in fact, did happen. so i think...",0
"well, number one, we need to see responsibility. social security right now is careening towards insolvency, and it's irresponsible. and any politician that doesn't step forward and address it is not being a real leader. we need to see political courage to take this on and save and strengthen social security.",1
"john, i'll tell you something. you want to talk about moral authority. let's talk about something that happened this week in the news. you know, the fbi director, the president's appointed fbi director has said this week that because of a lack of support from politicians like the president of the united states, that police officers are afraid to get out of their cars; that they're afraid to enforce the law. and he says, the president's appointee, that crime is going up because of this. and when the president of the united states gets out to speak about it, does he support police officers? does he stand up for law enforcement? no, he doesn't. i'll tell you this, the number one job of the president of the united states is to protect the safety and security of the american people. this president has failed, and when i'm in the oval office, police officers will know that they will have the support of the president of the untied states. that's real moral authority that we need in the oval office.",1
"absolutely. we have to repair american credibility after we told the world that saddam hussein had weapons of mass destruction, which he didn't. so there's an issue of american credibility out there. so any time someone is running to be our leader, and a world leader, which the american president is, credibility is an issue out there with the world. and we have repair work to be done. i think we need someone that has the best in ethical standards as our next president. that's how i feel.",0
"look, the -- the simple fact is that my plan actually gives the middle class the greatest break: $2,000 per family. and if you make $40,000 a year, a family of four, you don't pay any income tax at all. simplifying the code and lowering rates, both for corporations and -- and personal rates, is exactly what we need to do. you think about the regulatory cost and the tax cost -- that's why small businesses are closing, rather than being formed in our country right now. the big corporations have the scale to deal with all of this. and what i think all of us are saying is, our monetary policy, our tax policy, regulatory policy needs to be radically changed so we can create high sustained growth for income to rise. the government has tried it their way. under -- under barack obama and the proposals of hillary clinton and bernie sanders and others, they've tried it their way, and it has failed miserably. we need to take a new approach of taxing -- reforming how we tax, and reforming the regulations in our -- in our country before it's too late.",1
"the -- the -- the other hotels during the season, they do the same thing. they take in a lot of people, because you can't get them. they take in a lot of people. long-term employees, we don't do that, but short-term employees, we have no choice but to do it, and other hotels in that very, very hot area. it is a very hot area.",1
"it is a partisan vehicle, as admitted by the house republican majority leader, mr. mccarthy, to drive down my poll numbers. big surprise. and that's what they have attempted to do. i am still standing. i am happy to be part of this debate.",0
"and when we talk about wall street, let's talk about wall street. i voted for dodd-frank, got an important amendment in it. in my view, it doesn't go anywhere near far enough. but when we talk about wall street, you have wall street and major banks have paid $200 billion in fines since the great crash. no wall street executive has been prosecuted.",0
"... what we should do, and one of the things we should do is not only talk the talk, but walk the walk. i am very proud to be the only candidate up here who does not have a super pac, who's not raising huge sums of money from wall",0
"i will. first of all, i think and i know the h1b very well. and it's something that i frankly use and i shouldn't be allowed to use it. we shouldn't have it. very, very bad for workers. and second of all, i think it's very important to say, well, i'm a businessman and i have to do what i have to do. when it's sitting there waiting for you, but it's very bad. it's very bad for business in terms of -- and it's very bad for our workers and it's unfair for our workers. and we should end it. very importantly, the disney workers endorsed me, as you probably read. and i got a full endorsement because they are the ones that said, and they had a news conference, and they said, he's the only one that's going to be able to fix it. because it is a mess. i think for a period of a year to two years we have to look back and we have to see, just to answer the second part of your question, where we are, where we stand, what's going on. we have to sort of take a strong, good, hard look and come up with plans that work. and we're rushing into things, and we're just -- we're leading with the chin.",1
